group_id,group_label,goal,key,label,priority,section,source_stage,current_keys,used_by,current_capture_status,example,note
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,bidder_count,出价人数,P2-可选,subject,list_page_or_detail_page,bidder_count|bidderCount|bidUserNumber|出价人数,future_calibration|audit,mixed,1,建议和出价次数分开存储，避免人数与次数语义混淆。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,apply_count,报名人数,P1-强烈建议,subject,list_page,apply_count|applyCount|竞拍人数|报名人数,confidence|weak_market_engagement_guard,mixed,1,和出价次数配合判断流动性与弱成交。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,is_occupied,是否被占用/有人居住,P0-必填,risk_flags,llm,is_occupied,risk_discount|manual_review,llm_only,true,法拍房里最重要的风险字段之一。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,has_long_lease,是否存在长期租约,P0-必填,risk_flags,llm,has_long_lease,risk_discount|manual_review,llm_only,false,买卖不破租赁会显著拉低真实价值。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,clear_delivery,法院是否负责清场交付,P0-必填,risk_flags,llm,clear_delivery,risk_discount|manual_review,llm_only,false,如果法院不负责清场，必须直接计入折价。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,tax_burden,税费承担方式,P1-强烈建议,risk_flags,llm,tax_burden,risk_discount|evaluate_request,llm_only,"""买受人承担全部""",请归一化为：买受人承担全部 / 各自承担 / 未知。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,land_right_type,土地性质,P1-强烈建议,risk_flags,llm,land_right_type,risk_discount,llm_only,"""划拨""",划拨地通常意味着潜在补地价风险。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,property_fee_owed,是否存在物业/水电欠费,P1-强烈建议,risk_flags,llm,property_fee_owed,risk_discount,llm_only,true,当前主链已经直接对其折价。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,is_restricted_purchase,是否受限购约束,P1-强烈建议,risk_flags,llm,is_restricted_purchase,risk_discount,llm_only,false,限购会压缩潜在买家池，影响法拍流动性。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,tax_is_company_owned,原产权人是否为公司,P0-必填,risk_flags,llm,tax_is_company_owned,risk_discount|manual_review,llm_only,false,企业产权常伴随额外税费，影响非常大。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,is_fractional_share,是否为部分产权/共有份额,P0-必填,risk_flags,llm,is_fractional_share,risk_discount|manual_review,llm_only,false,部分产权是强致命风险，必须显式识别。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,is_haunted,是否涉及凶宅/刑案,P0-必填,risk_flags,llm,is_haunted,risk_discount|manual_review,llm_only,false,即便样本稀少，也应保留显式风险标签。
market_heat_and_risk,市场热度与法务风险,这些字段决定风险折价、人工复核与长期模型校准的稳定性。,has_lease_before_mortgage,是否属于先抵后租可清场假租约,P1-强烈建议,risk_flags,llm,has_lease_before_mortgage,risk_discount,llm_only,false,这是带有套利性质的特殊字段，当前主链已直接消费。
audit_and_llm_quality,抽取审计与质量元数据,这些字段不直接定价，但决定我们能否回溯、纠错、复跑模型。,extraction_confidence,抽取置信度,P1-强烈建议,audit,llm,extraction_confidence,evaluation_anchor|manual_review,llm_only,0.82,当前评估价软锚点已经读取这个字段调节 blend。
audit_and_llm_quality,抽取审计与质量元数据,这些字段不直接定价，但决定我们能否回溯、纠错、复跑模型。,evidence_span,证据片段,P2-可选,audit,llm,evidence_span,audit,llm_only,"""标的物现由他人占有使用，法院不负责清场。""",建议保存命中的公告原文片段，方便人工复核。
audit_and_llm_quality,抽取审计与质量元数据,这些字段不直接定价，但决定我们能否回溯、纠错、复跑模型。,evidence_source,证据来源,P2-可选,audit,llm,evidence_source,audit,llm_only,"""公告""",建议值：公告 / 须知 / 评估报告 / 页面主文 / html。
audit_and_llm_quality,抽取审计与质量元数据,这些字段不直接定价，但决定我们能否回溯、纠错、复跑模型。,extraction_version,抽取版本号,P2-可选,audit,llm,extraction_version,compatibility|replay,llm_only,"""avm_risk_v2""",模型升级后回放历史数据需要这个字段。
